lumeter_customer_ext_key,lumeter_system_ext_key,paygee_customer_ext_key,paygee_system_ext_key
41395,140212284,16342,26954
40593,140212326,15894,26472
43947,140212343,17627,28397
44278,140212330,17784,28570
41684,140212354,16490,27121
40588,140212369,15890,26468
42136,140212312,16704,27368
42645,140212307,11675,27644
42276,140212196,16774,27445
38649,140212256,14995,25433
40567,140212268,468,4594
42016,140212222,16647,27297
39193,140212241,15265,25741
40526,140212152,15862,26436
41140,140212173,16198,26801
45250,140212237,18169,29002
42373,140212184,16823,27498
41985,140212140,7783,27280
45528,140212167,18278,29130
39085,140212203,15211,25682
40562,140212139,15879,26454
40500,140212210,15848,26421
39390,140212128,15334,25819
41037,140212111,16134,26735
42664,140211999,16958,27657
41052,140212071,16143,26744
38338,140212105,14824,25240
39234,140212099,15285,25763
39964,140212004,4966,26130
38925,140212063,15136,25593
65766,140212025,25834,35869
41597,140212047,16440,27068
40058,140212032,15636,26178
43133,140212058,17203,27929
41497,140212080,14559,27011
40765,140211980,14140,26579
40901,140211958,16071,26666
42817,140211947,17053,27760
38540,140211971,14938,25369
42545,140211963,16897,27584
45529,140211660,18279,29131
42558,140211888,16909,27596
43642,140211796,17465,28221
44495,140211830,17876,28673
38426,140211826,14876,25298
39382,140211696,15328,25813
43811,140211705,17549,28313
40768,140211739,15991,26581
38142,140211672,14704,25108
41946,140211711,16613,27257
42209,140211773,16741,27408
41639,140211752,16466,27096
65515,140211740,25763,35800
39424,140211687,15347,25834
55461,140211767,22163,33362
38330,140211932,14821,25237
39253,140211784,15293,25772
40577,140211728,15882,26459
41966,140211854,27999,40045
41938,140211904,16609,27253
39128,140211891,15235,25708
38237,140211807,14752,25163
47213,140211843,519,4645
42668,140211925,16961,27660
40685,140212536,15941,26522
44971,140212513,18038,28858
41922,140212444,16600,27244
42370,140212493,16821,27496
38266,140212450,14773,25186
53697,140212462,21413,32601
40894,140212476,16067,26662
40844,140212585,16037,26629
48161,140212564,19348,30316
42389,140212551,6721,27505
42035,140212502,13686,27311
40299,140212529,15754,26312
41222,140212577,16245,26853
42667,140212438,16960,27659
38125,140212631,8485,25100
41107,140212624,16177,26778
40690,140212600,15945,26526
41141,140212617,16199,26802
45462,140212590,18256,29107
41546,140212427,16413,27039
42033,140212548,15419,27309
40772,140211916,9124,26584
38276,140212653,14781,25194
42028,140212646,16655,27306
41372,140212665,16326,26938
41571,140212701,16425,27052
40575,140212719,15881,26458
40415,140212692,15802,26366
40518,140212689,8628,26432
44066,140212678,17688,28466
40889,140212735,16064,26659
42945,140212720,17119,27833
7601,560696,1242,12304
2195,560711,1210,10846
2195,560728,1210,10847
277,560739,1186,10123
42721,140212766,16999,27699
40993,140212774,16119,26718
41979,140212783,16629,27274
40344,140212798,15775,26336
41421,140212806,8500,26969
41959,140212823,16620,27265
40431,140212834,15811,26378
40413,140212849,15800,26364
42027,140212855,16654,27305
40961,140212861,16101,26700
55075,140212870,22009,33226
43634,140212882,17460,28216
42074,140212897,16675,27331
42049,140212908,16664,27319
41086,140212914,16163,26764
54707,140212921,21844,33059
54749,140212933,21630,33082
44335,140212945,17811,28598
43080,140212959,17181,27903
45905,140212960,18450,29320
43029,140212972,17156,27875
46033,140212987,18487,29364
42097,140213017,16683,27345
42407,140213024,16837,27514
41618,140213031,16454,27083
41457,140213046,11688,26990
40266,140213053,15740,26296
41392,140213065,16339,26951
40441,140213078,15817,26386
42270,140213089,16620,27443
40698,140213092,15952,26533
45206,140213106,18149,28978
43072,140213118,17179,27899
45842,140213123,18418,29287
45649,140213134,18339,29202
43071,140213149,17178,27898
42431,140213155,16849,27530
42818,140213161,17054,27761
42409,140213170,4408,27516
42620,140213182,16942,27632
42394,140213197,16831,27507
46896,140213205,18860,29782
43829,140213211,17561,28325
42720,140213228,16998,27698
41215,140213239,16242,26850
42445,140213240,16855,27538
40878,140213252,16055,26650
41995,140213267,16638,27288
52004,140213273,20701,31835
41955,140213284,16617,27261
47165,140213296,18980,29916
43035,140213303,17160,27879
41726,140213310,16509,27142
39255,140213322,9638,25773
45653,140213337,18342,29205
43860,140213341,10060,28346
46463,140213356,18694,29599
42233,140213368,15878,27419
41984,140213379,16633,27278
41197,140213384,16230,26838
41239,140213395,16254,26862
42923,140213408,17105,27818
42769,140213414,17025,27728
42540,140213421,16894,27580
42651,140213433,13268,27647
41391,140213459,16338,26950
41326,140213460,16304,26914
43988,140213487,17648,28420
60123,140213496,23940,34709
59863,140213507,23844,34645
41011,140213512,16127,26726
42138,140213526,16706,27370
42367,140213530,16819,27494
40146,140213543,15689,26241
41201,140213554,16231,26839
42403,140213569,16834,27511
42640,140213575,16947,27640
42642,140213588,16948,27641
43500,140213609,17401,28148
45962,140213615,18469,29339
40494,140213638,15356,26420
43594,140213644,17436,28190
41373,140213650,16327,26939
40426,140213662,15807,26373
45204,140213676,18148,28977
57661,140213681,23073,34090
41485,140213693,16385,27006
64839,140213704,25551,35634
43990,140213716,17649,28421
39974,140213725,15604,26135
39944,140213732,15588,26115
39973,140213747,,
40138,140213758,15681,26233
41256,140213763,16264,26872
47562,140213771,19147,30099
42511,140213780,16878,27564
38835,140213799,15089,25537
43432,140213802,17358,28102
41087,140213813,16164,26765
40493,140213829,15356,26419
38117,140213836,14694,25094
42635,140213848,8419,27639
51504,140213851,20505,31620
51178,140213864,20389,31491
44721,140213877,17952,28756
40015,140213885,15616,26151
40964,140213890,16104,26703
57637,140213901,23069,34086
42330,140213919,14656,27474
39413,140213920,15344,25831
40212,140213935,15717,26272
44386,140213942,17834,28625
42322,140213957,16797,27469
41123,140213966,16185,26786
37843,140213974,14572,24959
41135,140213983,16195,26797
40699,140213998,15953,26534
40834,140214006,16031,26623
44120,140214018,17710,28490
43708,140214034,17499,28257
41537,140214049,16409,27034
44833,140214055,17989,28799
49423,140214061,19786,30802
43131,140214070,17203,27927
57674,140214101,23077,34092
41606,140214119,16447,27075
40982,140214120,16115,26714
51336,140214135,20442,31551
42140,140214142,16707,27371
40997,140214166,16121,26720
38939,140214183,3203,25600
41673,140214157,16483,27114
43230,140214174,28011,40057
38829,140214198,15085,25533
41266,140214208,16270,26878
46012,140214221,18479,29355
40957,140214214,16099,26698
41774,140214233,16525,27160
41264,140214245,16269,26877
49770,140214260,19885,30923
42101,140214272,480,4606
42137,140214287,16705,27369
40420,140214296,6405,26370
40300,140214475,15755,26313
43180,140214488,17222,27951
41447,140214300,16359,26983
42769,140214317,17025,27729
43609,140214324,17448,28203
42514,140214331,16881,27567
43133,140214346,17203,27930
45916,140214469,18454,29324
41081,140214353,16159,26760
41698,140214378,11314,27127
42832,140214389,17059,27768
38335,140214407,14822,25238
43033,140214392,17158,27877
42311,140214443,16791,27462
41435,140214426,16359,26975
42496,140214430,16874,27559
40470,140214412,15831,26400
40134,140214365,15678,26230
39142,140214454,15244,25717
30511,562499,33,20969
4712,562503,1221,11577
33329,562522,1575,22677
33332,562537,1576,22679
10434,562541,1251,13241
4220,562556,1220,11427
33105,562568,1567,22536
4215,562579,1219,11426
12631,562584,7,14157
33106,562595,1568,22537
27148,562605,1299,18946
10434,562611,1251,13242
33151,562628,1569,22558
33268,562639,1572,22626
33269,562640,1573,22627
6167,562652,1231,11940
33488,562667,1581,22781
26902,562673,1298,18762
24024,562686,27920,39960
3914,562694,1216,11358
8754,562706,1247,12647
277,562718,1186,10124
1002,562723,4,10415
500,562734,1190,10227
35527,562749,1616,23767
714,562755,1195,10312
35528,562761,1617,23768
37001,562782,1647,24517
277,562876,1186,10125
2195,562893,1210,10848
3170,562900,1070,11173
33721,562917,1592,22952
37318,562924,,
35744,562931,1630,23885
38674,562946,1661,25451
37103,563004,1649,24570
14466,563025,1263,15021
35690,563032,1621,23854
36122,563063,1635,24051
10068,563071,1250,13088
35892,563099,,
37210,563105,,
36128,563128,1638,24055
36127,563139,1637,24054
36129,563167,1639,24056
36125,563173,1636,24052
35725,563186,1629,23874
37291,563194,,
35718,563203,1628,23872
36115,563222,1634,24046
36224,563256,1642,24116
36256,563295,,
53729,563326,1724,32609
30067,563330,1396,
24144,563354,1284,16956
40055,563369,1683,26175
33326,563391,1574,22672
40056,563409,1684,26176
50887,563427,1708,31368
52780,563444,1720,32218
53732,563450,1726,32611
54048,563462,1727,32761
37042,563548,27334,
53485,563551,1723,32512
52789,563564,1721,32223
26255,563577,1294,18250
40057,563590,1685,26177
52656,563653,1718,32152
52245,563689,1715,31953
33494,563692,1582,22785
52792,563720,1722,32226
52516,563742,1717,32083
52076,563766,1711,31870
54133,563834,1732,32799
37870,563849,27335,
42402,563861,1697,27510
39619,563870,1672,25945
54112,563914,1729,32789
8681,563921,1246,12628
36534,563933,1644,24243
52080,563945,1713,31873
53730,563959,1725,32610
3128,563972,1214,11151
33572,563987,1588,22844
24930,563996,44,17403
14805,564005,1266,15173
23872,240010167,7665,16797
25725,240010184,8576,17872
31057,240010173,11437,21318
8020,240010203,3707,12429
13565,240010222,5659,14575
41144,240010241,14706,26803
25182,240010256,8314,17560
27784,240010268,9900,19381
35058,240010279,13423,23638
14676,240010307,6156,15123
58372,240010312,23293,34283
33463,240010330,383,4486
38116,240010354,14693,25093
24055,240010391,934,16915
28481,240010415,10289,19813
12580,240010427,27854,39892
50965,240010438,20319,31405
54903,240010444,21920,33137
25074,240010476,8262,17498
32790,240010493,12314,22358
9140,240010502,3992,12750
23873,240010529,7666,16798
9990,240010536,4258,13053
41105,240010548,16175,26776
10187,240010551,4347,13149
10907,240010564,27459,39115
27736,240010590,9864,19344
26962,240010600,27559,39237
16419,240010617,6782,15814
30433,240010624,11142,20918
27870,240010646,9947,19434
22851,240010653,7329,16415
10716,240010689,4541,13359
13573,240010701,5662,14580
12498,240010719,27850,39888
23538,240010735,7489,16603
37855,240010766,9116,24967
45786,240010774,18399,29266
45389,240010783,,
34844,240010818,13396,23608
23401,240010834,7431,16537
14846,240010849,6218,15192
8278,240010870,3775,12503
25206,240010882,8329,17578
7611,240010897,3601,12309
39172,240010908,15257,25733
24907,240010921,8186,17394
25666,240010933,974,17837
27154,240010945,2405,18952
52205,240010959,20789,31934
29487,240010960,10663,20319
35441,240010972,13498,23717
55883,240010987,22336,33522
39804,240010996,15521,26031
23467,240011005,7463,16572
30664,240011011,11238,21074
7815,240011028,3662,12378
44141,240011039,17719,28499
57731,240011040,23101,34112
10330,240011052,4258,13203
12983,240011067,5435,14333
29641,240011073,10737,20402
15996,240011084,6620,15636
9880,240011096,3303,13018
24010,240011108,7746,16886
7458,240011114,3553,12256
11709,240011133,4913,13762
11104,240011145,4687,13512
52250,240011159,20810,31958
46613,240011160,18746,29657
31581,240011172,11728,21652
33152,240011196,12486,22559
48070,240011187,6246,30283
24501,240011209,7972,17152
38161,240011215,14713,25117
52172,240011227,20771,31912
32108,240011238,11997,21968
30526,240011244,11179,20977
24229,240011262,7832,16989
25618,240011276,8531,17815
26636,240011281,9179,18551
34302,240011293,13148,23341
7742,240011301,3639,12351
50966,240011319,20320,31406
14815,240011320,27514,39181
48049,240011335,19311,30276
23721,240011342,7575,16700
15759,240011366,6553,15564
10318,240011374,4388,13195
48838,240011383,19595,30588
30519,240011398,6438,20973
29643,240011418,10738,20403
44264,240011423,17776,28561
41412,240011434,16349,26963
36878,240011449,14134,24452
53538,240011461,21348,32535
58642,240011482,23393,34367
13044,240011516,1258,
25937,240011525,8691,17999
53421,240011532,21307,32494
51141,240011547,20374,31475
11766,240011558,4943,13793
13840,240011563,5782,14712
24006,240011580,7743,16883
33760,240011599,12837,22976
15044,240011612,6289,15267
24047,240011626,7767,16912
12336,240011630,4679,14041
44555,240011643,17655,28698
41977,240011654,16628,27273
37372,565514,,
37373,565521,,
37375,565533,,
37377,565545,,
37410,565559,1656,24741
37378,565560,,
37379,565572,,
37380,565587,,
37381,565596,,
37383,565604,,
37384,565616,,
37385,565632,,
37386,565647,,
37387,565658,,
37388,565663,,
37389,565671,1650,24726
37390,565680,1651,24727
37393,565699,,
37391,565702,,
37395,565713,,
37396,565729,,
37397,565736,,
37398,565748,,
37399,565751,,
37411,565764,1657,24742
37400,565777,1652,24731
37401,565785,1653,24733
37402,565790,,
37403,565805,1654,24735
37404,565811,1546,24736
37407,565828,1655,24739
37401,565839,1653,24734
50414,140214505,6993,31174
47023,140214511,18909,29838
44885,140214539,18014,28828
54933,140214528,21936,33153
52417,140214567,20879,32035
63133,140214636,14262,35256
60156,140214573,23953,34717
48763,140214651,19568,30558
67189,140214584,26742,36671
47233,140214596,19007,29945
30403,140214602,11120,20895
45354,140214613,12127,29048
57393,140214629,22965,34008
57978,140214664,23192,34195
49460,140214677,19794,30810
67574,140214690,27033,36913
50677,140214709,20201,31275
52733,140214727,21025,32194
58690,140214738,23405,34377
53699,140214744,21414,32602
46623,140214750,18750,29661
50352,140214762,20089,31147
46513,140214776,13038,29624
55177,140214781,22048,33265
52253,140214793,20812,31960
56648,140214804,22660,33763
53465,140214816,21316,32503
47750,140214825,19217,30174
64154,140214832,25318,35458
45271,140214847,18178,29011
64701,140214858,25507,35599
48669,140214863,19533,30516
67257,140214871,26798,36723
67390,140214880,26903,36802
65777,140214899,25837,35872
47258,140214903,19025,29966
60323,140214910,24016,34752
51671,140214922,20569,31690
62714,140214937,24832,35181
55562,140214941,22201,33400
50884,140214979,20286,31367
47988,140214984,19287,30248
47323,140214995,19056,29999
53761,140215009,21438,32629
46118,140215015,18536,29420
58512,140215038,23355,34334
47993,140215044,19288,30249
49468,140215050,19796,30814
53320,140215062,21270,32455
67323,140215081,26846,36759
51708,140215093,20585,31706
49040,140215103,19650,30655
50458,140215110,20134,31201
56829,140215122,22730,33817
51651,140215137,20561,31683
48626,140215141,19512,30494
49945,140215156,19943,30987
44489,140215168,17874,28671
54444,140215179,21742,32963
44829,140215184,17987,28797
51266,140215195,20417,31522
49551,140215204,19822,30851
52300,140215216,20832,31983
48632,140215225,19515,30497
49951,140215232,19947,30991
48614,140215258,19507,30489
44379,140215263,17832,28622
45924,140215271,18459,29329
47334,140215280,12632,30004
53177,140215299,21218,32397
45448,140215313,18246,29095
47420,140215329,19095,30041
44887,140215348,4736,28829
45809,140215351,18407,29274
47186,140215364,18989,29927
49953,140215377,19948,30992
51013,140215385,20329,31415
67234,140215390,26781,36705
47250,140215400,19019,29959
50644,140215417,20182,31255
50870,140215424,20277,31358
