lumeter_customer_ext_key,lumeter_system_ext_key,paygee_customer_ext_key,paygee_system_ext_key
14844,140041615,27897,39936
13747,140041627,5738,14659
13926,140041638,5827,14760
14189,140041650,5941,14883
13324,140041662,5576,14488
14036,140041676,27883,39921
13217,140041681,5527,14437
15626,140041693,6503,15505
14377,140041704,6026,14977
12392,140041725,5188,14064
16269,140041732,1677,15752
12440,140041747,5212,14091
12694,140041758,5299,14188
36352,140041763,13881,24172
12686,140041771,5295,14183
15358,140041780,6386,15372
22201,140041799,7156,16210
12331,140041802,5165,14039
10876,140041813,4602,13423
13637,140041829,5690,14609
13040,140041836,5459,14359
10749,140041848,4551,13369
27428,140041864,9683,19125
10785,140041877,4564,13384
21716,140041890,6939,15975
15517,140041901,6458,15455
13566,140041919,1038,14576
10367,140041920,4413,13223
10405,140041935,4422,13232
12119,140041942,5086,13950
22138,140041957,7124,16176
11074,140041966,27829,39865
12838,140041974,27860,39898
10281,140041983,4377,13183
10102,140041998,4304,13104
13030,140042010,27861,39899
14394,140042022,27889,39928
11612,140042037,27836,39873
10604,140042041,4490,13306
12069,140042056,4700,13932
10195,140042068,4353,13155
11193,140042079,4724,13553
11392,140042084,4808,13643
9679,140042129,4156,12935
14726,140042148,3519,15141
15920,140042151,27490,39183
10101,140042164,4303,13103
34082,140042185,13020,23194
12626,140042190,27857,39895
11838,140042200,4981,13834
22484,140042217,7251,16319
23509,140042224,740,16590
15359,140042231,6387,15373
34774,140042246,13368,23576
23306,140042265,7420,16521
11817,140042278,4969,13821
14135,140042292,5915,14855
14454,140042338,27890,39929
22937,140042344,7345,16435
14466,140042362,1263,15022
22630,140042376,7277,16353
15299,140042381,6369,15355
10490,140042393,4447,13261
13497,140042419,5630,14545
14760,140042442,6186,15155
13900,140042474,5813,14746
11594,140042457,4882,13728
11939,140042483,5018,13875
43573,140042498,17428,28180
14098,140042506,5901,14839
27174,140042523,17072,39242
11761,140042534,4941,13790
16559,140042549,6839,15874
12525,140042555,5239,14118
12859,140042561,5369,14263
9724,140042570,4174,12955
14338,140042582,1262,39524
11077,140042597,27830,39866
11819,140042614,4971,13823
21608,140042621,6896,15930
12141,140042633,5097,13961
13476,140042645,,
14084,140042659,27506,39170
37182,140042660,27631,39329
58599,140042672,27724,39455
11746,140042687,4932,13781
11883,140042696,4997,13851
12884,140042705,5378,14274
11326,140042711,27833,39870
15976,140042728,6613,15627
45253,140042740,18170,29003
10257,140042752,4373,13179
9959,140042767,4251,13043
10044,140042773,4279,13076
11770,140042784,4946,13796
11037,140042796,4669,13494
16287,140042807,6735,15763
22230,140042812,7166,16220
21878,140042826,6999,16040
14357,140042854,6021,14972
14068,140042869,5886,14823
14396,140042875,6035,14987
25267,140042888,,
11361,140042904,4785,13620
13696,140042916,5720,14640
11485,140042925,4851,13691
13088,140042932,5481,14387
13352,140042947,5584,14496
21557,140042958,6880,15914
15151,140042963,6318,15300
12829,140042980,5355,14249
14270,140042999,5982,14928
23941,140043008,7703,16840
12949,140043021,5413,14311
12931,140043045,5401,14299
21670,140043059,6916,15950
13091,140043072,5482,14388
12951,140043087,5415,14313
12911,140043096,5390,14287
14015,140043104,5867,14801
11907,140043116,5004,13861
11368,140043125,4790,13625
12340,140043132,5167,14042
13230,140043147,5535,14445
13609,140043158,5676,14594
12524,140043163,5238,14117
12917,140043171,5392,14289
11488,140043180,4853,13693
14331,140043199,6013,14963
11471,140043207,4843,13683
13465,140043212,5620,14535
14259,140043226,5978,14924
22432,140043230,7235,16300
22572,140043243,7267,16338
11360,140043254,4784,13618
22350,140043269,7202,16260
11577,140043275,4873,13717
11433,140043305,27835,39872
9935,140043311,1904,13034
9676,140043340,4153,12931
12196,140043352,5124,13994
14566,140043367,27892,39931
11943,140043373,5019,13876
12214,140043384,5132,14002
11289,140043429,4758,13590
11396,140043436,4810,13645
37337,140043451,27634,39332
11604,140043464,4886,13732
11259,140043477,4742,13572
11348,140043490,4777,13611
22517,140043509,7259,16327
28551,140043515,10327,19859
14954,140043527,6253,15230
14157,140043538,27508,39172
12669,140043550,5288,14176
11541,140043562,4867,13709
22007,140043576,7057,16103
16497,140043581,6811,15844
13710,140043593,5727,14648
14712,140043610,27513,39180
13082,140043622,5476,14382
11750,140043637,4935,13784
22600,140043641,7272,16348
11821,140043656,4973,13825
12167,140043668,1254,13975
14481,140043679,6073,15028
30395,140043731,11114,20888
7651,140043746,914,12317
21688,140043753,6926,15962
29983,140043765,10926,20624
14591,140043778,6118,15077
14447,140043789,6061,15013
13504,140043792,5633,14548
11584,140043801,4876,13722
53123,140043819,21199,32377
15420,140043820,6406,15395
22499,140043835,7255,16323
14967,140043874,6258,15236
13775,140043883,5750,14675
30451,140043898,11152,20929
14486,140043906,6076,15031
13902,140043918,,
11231,140043923,4737,13567
22431,140043970,7234,16299
11315,140043997,4770,13604
15223,140044007,6344,15327
10962,140044012,4637,13460
22165,140044026,7136,16188
11305,140044030,4764,13597
22360,140044043,7206,16265
10634,140044054,27454,39109
21684,140044069,6924,15959
12209,140044075,5130,14000
14467,140044088,6068,15023
10672,140044091,4522,13339
11279,140044100,4751,13582
13098,140044117,5486,14392
12471,140044131,5222,14101
22589,140044146,7269,16343
21978,140044165,7045,16090
14556,140044189,6101,15059
12434,140044201,5211,14090
13417,140044219,27867,39905
12830,140044220,5356,14250
13872,140044242,2238,14729
23168,140044257,7400,16497
13764,140044266,5746,14667
13780,140044283,2162,14678
25273,140044298,8362,17618
25142,140044306,6236,17535
11879,140044318,4996,13850
13624,140044323,5683,14602
22024,140044334,7065,16113
22246,140044349,7173,16228
26058,140044355,8778,18096
14386,140044361,6034,14986
15182,140044370,6329,15312
10929,140044410,4625,13448
13823,140044422,5772,14701
10928,140044437,4624,13447
11092,140044441,4683,13508
12642,140044456,5278,14164
22137,140044468,7123,16175
24922,140044479,8192,17401
14994,140044484,27898,39937
22825,140044495,7320,16405
13658,140044508,5698,14617
14083,140044514,5893,14831
12507,140044521,27488,39146
12697,140044533,954,14192
13696,140044545,5720,14641
13674,140044559,5710,14630
13252,140044560,5542,14452
16396,140044572,6771,15801
12505,140044596,27487,39145
13568,140044604,5661,14578
11851,140044625,4986,13839
11876,140044632,2478,13848
10271,140044647,27449,39104
9661,140044658,4149,12926
10149,140044663,4320,13121
10206,140044671,4357,13160
22085,140044680,7097,16148
10207,140044699,4358,13161
14839,140044702,6502,39182
12138,140044713,5094,13958
12817,140044736,5349,14241
14432,140044748,6055,15007
13007,140044751,5443,14341
14047,140044785,5877,14812
11282,140044790,4753,13584
11355,140044805,4780,13614
13938,140044811,5833,14766
12688,140044839,5297,14185
13804,140044840,5762,14688
14103,140044884,5903,14841
21862,140044909,6992,16033
10356,140044915,4407,13216
13905,140044938,5814,14747
13768,140044944,5748,14669
11732,140044950,27476,39133
11776,140044962,4950,13800
14179,140044976,5938,14880
10396,140044981,27450,39105
12464,140044993,5219,14098
13962,140045004,5844,14777
11782,140045016,1408,13806
13795,140045025,5758,14684
15214,140045032,6340,15323
15576,140045058,6483,15481
21981,140045063,7046,16091
14932,140045071,6243,15219
11803,140045080,4964,13815
13220,140045099,5529,14439
13798,140045105,5759,14685
14146,140045111,5921,14861
12557,140045128,4087,39148
14744,140045139,6180,15148
11854,140045140,4988,13841
11112,140045167,4689,13514
11916,140045173,5009,13866
12066,140045196,5069,13930
14231,140045203,5962,14907
22581,140045210,7268,16339
14605,140045222,6124,15087
13540,140045237,5646,14562
24619,140045241,7806,17232
13741,140045256,5736,14657
14024,140045268,5870,14804
24556,140045279,8014,17197
14729,140045284,6174,15142
13141,140045312,5503,14411
28825,140045326,10427,19988
13724,140045354,5732,14653
11912,140045369,5007,13864
14627,140045375,6137,15101
22263,140045388,7178,16233
43561,140045391,3290,28174
13773,140045409,1259,14673
10662,140045415,27828,39864
11631,140045427,4887,13734
15142,140045438,6314,15295
12510,140045444,5233,14112
11122,140045462,4695,13521
22288,140045476,27526,39196
14303,140045481,5996,14942
9932,140045493,4243,13032
27289,140045502,9613,19053
13051,140045513,5462,14363
10855,140045529,27458,39114
10710,140045536,4537,13354
11005,140045548,4653,13476
10352,140045551,4404,13212
12683,140045577,5293,14181
12034,140045585,5051,13912
10906,140045590,4613,13436
12360,140045617,5174,14050
11215,140045624,27464,39120
11212,140045631,27461,39117
10849,140045646,4588,13408
11213,140045665,27462,39118
12853,140045678,5366,14260
13682,140045689,5715,14635
11211,140045701,27460,39116
12024,140045719,2350,13905
13095,140045735,5485,14391
12981,140045742,5434,14332
14280,140045766,5986,14932
12979,140045783,5433,14331
13087,140045798,5480,14386
14126,140045806,5912,14851
12834,140045818,5360,14254
13607,140045823,5675,14593
12857,140045834,5368,14262
12910,140045849,5389,14286
8564,140045855,3852,12586
13462,140045861,5618,14533
14741,140045882,6179,15147
14684,140045908,6159,15126
11682,140045921,4899,13748
12282,140045933,5153,14026
16271,140045945,6727,15754
13605,140045959,5673,14591
12687,140045972,5296,14184
15232,140045987,6350,15333
22486,140045996,7253,16321
12279,140046005,5151,14024
14587,140046011,6115,15074
13143,140046028,5504,14412
11023,140046039,4660,13484
11028,140046040,4663,13488
15769,140046067,6556,15567
14616,140046073,6130,15093
13659,140046084,5699,14618
13846,140046096,5784,14714
11721,140046108,4918,13767
11256,140046114,4741,13571
14258,140046121,27886,39924
11046,140046145,4673,13498
14285,140046159,27887,39926
44576,140046172,17900,28699
22419,140046187,7232,16297
10504,140046196,967,13266
12242,140046209,5139,14010
13776,140046215,5751,14676
15840,140046227,6574,15588
10836,140046238,4584,13404
11423,140046250,4827,13662
10820,140046276,4575,13395
11373,140046293,4792,13627
11387,140046301,4803,13638
10361,140046319,4409,13219
26072,140046320,8788,18113
21671,140046335,6917,15951
11910,140046342,5006,13863
42328,140046357,16801,27473
10337,140046366,4399,13207
12744,140046374,5319,14210
11222,140046383,4733,13562
10440,140046398,4431,13245
33754,140046406,12833,22972
10638,140046418,4507,13323
10667,140046423,4518,13335
11059,140046434,4675,13500
10830,140046449,4580,13400
10854,140046455,4593,13413
10956,140046470,4632,13455
10921,140046482,4621,13444
10456,140046504,4434,13248
16305,140046516,6740,15769
11820,140046525,4972,13824
11126,140046532,4696,13522
12058,140046558,5066,13927
24856,140046571,8167,17371
10151,140046580,4321,13122
10519,140046599,4458,13274
13754,140046607,5742,14663
14718,140046612,6170,15137
15186,140046626,6330,15313
23988,140046643,7731,16871
15068,140046654,6298,15278
25439,140046669,8444,17709
14216,140046688,5954,14899
13485,140046691,5625,14540
15230,140046703,6348,15331
11621,140046737,27473,39130
13495,140046756,5628,14543
23716,140046768,27539,39212
12813,140046784,5347,14239
14415,140046795,6044,14996
16030,140046800,6634,15651
15974,140046817,6612,15626
12380,140046831,5182,14058
39695,140046846,27656,39358
12312,140046853,27486,39144
22354,140046865,7204,16262
13623,140046878,5682,14601
12193,140046902,5122,13992
11406,140046936,4815,13650
13419,140046951,5602,14516
11418,140046964,4822,13657
10809,140046985,4572,13392
14380,140046990,6029,14981
11926,140047001,5013,13870
14048,140047019,5878,14813
11678,140047042,4897,13746
11151,140047066,4705,13532
11724,140047083,4920,13769
11380,140047098,4797,13632
13070,140047107,5469,14371
55496,140047112,22177,33378
26828,140047126,9317,18704
14477,140047143,6071,15026
13058,140047154,5464,14365
6167,140047169,1231,
42110,140047175,16689,27351
21724,140047188,6940,15976
11697,140047191,4908,13757
16136,140047202,6672,15692
10766,140047213,4558,13376
12094,140047229,5079,13942
10034,140047236,4276,13072
12785,140047248,5335,14226
16383,140047251,6764,15794
10198,140047264,4354,13156
11318,140047277,4772,13606
16310,140047290,6744,15773
10482,140047308,4440,13254
22436,140047314,7236,16301
21625,140047333,6901,15935
13984,140047345,5857,14791
12909,140047359,5388,14285
12966,140047372,5426,14324
26507,140047387,9086,18445
12943,140047396,5409,14307
12953,140047404,5417,14315
23121,140047416,7386,16482
11180,140047425,4717,13545
11753,140047458,4938,13787
51217,140047463,20399,31503
14054,140047471,1827,39169
11751,140047480,4936,13785
11160,140047499,4709,13537
16601,140047503,6852,15887
12055,140047522,5064,13925
10990,140047537,4648,13471
22981,140047541,7355,16447
15231,140047556,6349,15332
12584,140047579,1257,39523
11191,140047584,4722,13551
21563,140047595,27913,39953
10007,140047605,4265,13060
15638,140047611,6508,15510
14778,140047628,6194,15163
12080,140047639,5073,13936
12726,140047640,5313,14204
12707,140047652,5304,14195
28578,140047667,10336,19869
30452,140047684,11153,20930
44292,140047696,17792,28578
23239,140047706,7408,16506
21971,140047723,7042,16087
13150,140047734,5507,14415
13992,140047749,27881,39919
14589,140047755,6117,15076
16218,140047761,6701,15724
12815,140047770,5348,14240
1498,140047782,,
14576,140047797,27893,39932
11155,140047815,4707,13535
22439,140047827,7237,16302
12940,140047838,5406,14304
14167,140047844,5929,14871
12604,140047850,5265,14147
12926,140047862,5397,14294
12978,140047881,5432,14330
12958,140047893,5420,14318
11691,140047917,4905,13754
23210,140047924,7404,16502
11457,140047946,4838,13678
11401,140047965,4812,13647
10958,140047978,4634,13457
14537,140047989,4849,39178
12496,140048015,27849,39887
14178,140048027,5937,14879
12712,140048038,5308,14199
10892,140048044,4609,13432
10851,140048050,4590,13410
15213,140048062,27901,39940
10877,140048076,4603,13424
11458,140048081,4839,13679
11768,140048093,4944,13794
13081,140048103,5475,14381
14162,140048110,5926,14868
14545,140048122,6095,15051
14919,140048137,6238,15214
39821,140048141,15529,26040
14064,140048156,5882,14819
11284,140048184,4755,13586
14888,140048204,6229,15203
10510,140048225,4454,13269
12777,140048232,5330,14221
11393,140048247,4809,13644
10931,140048258,4626,13449
10569,140048263,4478,13294
15598,140048271,6494,15494
15528,140048280,6390,15460
10637,140048299,4506,13322
10578,140048302,4482,13298
10597,140048313,4487,13303
42723,140048336,17001,27701
12116,140048351,5084,13948
37359,140048377,12135,39333
43453,140048390,17372,28117
11244,140048400,4738,13568
23143,140048424,7394,16491
43543,140048431,17418,28167
26491,140048446,9077,18436
21762,140048453,77,15986
11543,140048465,4869,13711
21873,140048489,6998,16039
12836,140048492,5362,14256
21969,140048501,7040,16085
40185,140048519,15706,26260
16543,140048520,6832,15867
13210,140048566,5523,14433
13506,140048574,5634,14549
11186,140048583,4720,13548
11294,140048598,4759,13591
11316,140048606,4771,13605
12261,140048618,5144,14016
12689,140048623,4057,14186
22567,140048634,7266,16337
10707,140048649,4535,13352
10200,140048655,4356,13158
13431,140048682,5605,14520
10190,140048697,4350,13152
11815,140048712,4968,13819
1257,140048754,2063,10513
11489,140048769,4854,13694
13541,140048788,5647,14563
13034,140048791,5456,14356
31341,140048805,11599,21506
11197,140048828,4727,13556
10620,140048840,4498,13314
11287,140048852,4756,13587
10496,140048867,4448,13262
12270,140048873,5146,14018
12117,140048884,5085,13949
10595,140048896,4486,13302
15457,140048914,6425,15419
10135,140048921,4314,13115
14503,140048933,6081,15036
13698,140048945,5722,14643
10422,140048959,4427,13237
14705,140048960,6164,15131
12827,140048972,2612,14247
12512,140048987,5234,14113
14710,140048996,27895,39934
12551,140049002,27853,39891
11108,140049029,4688,13513
10186,140049036,4346,13148
10859,140049048,4596,13416
14408,140049064,6041,14993
11579,140049077,4874,13718
10010,140049085,4266,13061
14148,140049090,5923,14863
16367,140049109,6760,15790
14145,140049115,5920,14860
10862,140049127,4597,13417
11461,140049138,4840,13680
11749,140049144,4934,13783
15600,140049162,6495,15495
22089,140049176,7099,16150
22401,140049181,7229,16294
13636,140049206,5689,14608
12024,140049218,2350,13906
13750,140049223,5739,14660
63449,140049234,28105,40159
12091,140049255,5077,13940
11446,140049270,4834,13672
11114,140049282,4691,13517
22199,140049304,7155,16209
11283,140049316,4754,13585
11592,140049325,4880,13726
12484,140049371,5224,14103
22149,140049380,7128,16180
50962,140049399,20318,31404
11681,140049405,4898,13747
21790,140049411,6963,16003
29913,140049428,10886,20579
14115,140049439,5909,14848
12944,140049440,5410,14308
12764,140049467,5328,14219
13922,140049473,5823,14756
12335,140049484,5166,14040
12403,140049496,5194,14071
14127,140049500,5913,14852
12144,140049517,5099,13963
9380,140049546,4058,12831
9786,140049553,4198,12981
10755,140049578,4555,13373
10188,140049589,4348,13150
11798,140049601,27838,39876
14202,140049619,27884,39922
10522,140049620,4459,13275
21904,140049635,7009,16050
14465,140049642,27891,39930
29253,140049657,8588,39266
11492,140049666,2622,13695
11146,140049674,4703,13530
11698,140049683,4909,13758
15302,140049698,6371,15357
13923,140049708,5824,14757
14300,140049714,5994,14940
11388,140049733,4804,13639
22951,140049745,7348,16438
15204,140049759,6337,15320
22663,140049787,7284,16360
13693,140049796,5719,14639
13136,140049803,5500,14408
29485,140049810,10661,20317
14344,140049822,6016,14967
10159,140049856,4327,13128
11166,140049868,4711,13539
16632,140049879,6866,15901
13061,140049884,5465,14366
23925,140049895,7697,16833
10590,140049907,4484,13300
13174,140049912,5514,14423
21796,140049926,6965,16005
10982,140049930,4642,13465
10964,140049943,4638,13461
10822,140049954,4576,13396
1906,140049969,9,10742
11263,140049975,4744,13574
10642,140049991,4509,13325
23679,140050005,7554,16673
10991,140050028,4649,13472
11743,140050040,4930,13779
11034,140050052,4667,13492
12543,140050067,27852,39890
14749,140050073,6182,15150
10043,140050084,4278,13074
11347,140050096,27834,39871
15992,140050108,27911,39951
12009,140050114,3438,13896
11748,140050121,4933,13782
13825,140050133,5773,14702
11375,140050159,4794,13629
13400,140050172,5598,14512
11389,140050196,4805,13640
11412,140050209,4818,13653
13397,140050227,5597,14511
11715,140050238,4915,13764
12606,140050244,5266,14148
22845,140050250,7328,16414
11862,140050276,4991,13844
21566,140050281,6884,15918
11548,140050293,4871,13715
23373,140050301,1280,16534
12402,140050319,5193,14070
11590,140050320,4879,13725
36852,140050335,14124,24440
14166,140050342,5928,14870
14254,140050366,5976,14922
14093,140050374,5898,14836
12905,140050383,5387,14284
24494,140050406,7968,17146
13077,140050418,5473,14379
22859,140050423,7332,16418
14193,140050434,5944,14887
10153,140050449,4322,13123
13816,140050455,3723,14697
12441,140050461,5213,14092
10668,140050470,4519,13336
16618,140050482,6860,15895
16519,140050497,6823,15858
22734,140050504,7302,16381
16404,140050547,6776,15806
15573,140050558,6481,15479
13451,140050563,5612,14527
11405,140050571,4814,13649
13350,140050580,27863,39901
14029,140050607,27882,39920
14174,140050612,5934,14876
32626,140050630,12241,22278
11976,140050669,5026,13883
34355,140050675,13168,23364
22121,140050688,7118,16170
12892,140050691,5382,14278
11533,140050703,4864,13706
13026,140050710,5453,14352
40850,140050737,16039,26632
11354,140050741,4779,13613
12172,140050756,5111,13980
12028,140050779,5048,13909
11378,140050784,4796,13631
13363,140050795,5590,14503
11465,140050817,4841,13681
11174,140050824,4713,13541
12648,140050831,5281,14167
23623,140050853,7525,16642
12937,140050865,5404,14302
13334,140050878,5578,14490
11154,140050889,4706,13533
13114,140050892,5495,14401
12352,140050902,5171,14046
12941,140050913,5407,14305
12784,140050929,5334,14225
13384,140050936,5595,14509
16119,140050948,6667,15687
10995,140050964,4651,13474
21703,140050977,6933,15969
22599,140050985,7271,16347
12309,140051015,5161,14034
10666,140051027,1594,13333
11505,140051038,4859,13701
10363,140051044,4411,13221
11205,140051050,4729,13558
10643,140051062,4510,13326
10953,140051076,4630,13453
14980,140051081,6264,15242
14611,140051110,6128,15091
10497,140051122,4449,13263
10856,140051137,4594,13414
6319,140051141,3318,11978
22023,140051156,7064,16112
16179,140051168,6690,15711
12208,140051179,5129,13999
12287,140051184,5156,14029
21779,140051204,6385,15997
15401,140051216,6399,15386
12109,140051225,5081,13945
11069,140051232,4677,13502
13072,140051258,5471,14374
14499,140051263,6079,15034
13760,140051280,5744,14665
14425,140051299,6050,15002
28339,140051313,10231,19749
13704,140051329,5724,14645
13094,140051336,5484,14390
34177,140051348,13083,23261
10644,140051351,4511,13327
11358,140051364,4782,13616
12800,140051377,5343,14235
11896,140051385,5001,13855
14106,140051400,5905,14843
10837,140051417,4585,13405
14836,140051431,6213,15187
12762,140051446,5326,14217
11742,140051453,4929,13778
12074,140051478,5071,13934
23628,140051492,7528,16645
12035,140051501,5052,13913
11790,140051519,4960,13811
15747,140051520,6550,15561
22888,140051535,7337,16424
21933,140051542,7021,16062
11791,140051557,4961,13812
13421,140051566,27495,39157
13211,140051574,5524,14434
23460,140051583,7459,16568
11588,140051606,4877,13723
11301,140051623,4763,13595
12646,140051649,5279,14165
11041,140051655,4671,13496
10984,140051661,4644,13467
26986,140051670,9413,18817
14559,140051682,6103,15061
10686,140051707,4526,13343
11179,140051712,4716,13544
22176,140051726,7143,16195
12973,140051769,5430,14328
15727,140051788,6546,15556
12875,140051811,5373,14267
10966,140051840,4639,13462
37542,140051852,27638,39337
12204,140051867,5126,13996
11540,140051873,4866,13708
11545,140051908,825,13713
12198,140051933,5125,13995
11978,140051945,5028,13885
16152,140051959,6681,15702
15872,140051960,6581,15595
29462,140051972,10645,20300
22417,140052007,7231,16296
13353,140052026,5585,14497
13874,140052030,5798,14730
26030,140052043,8757,18074
13589,140052054,5670,14588
28955,140052069,10469,20046
12718,140052075,5310,14201
12663,140052091,5286,14174
28851,140052100,10436,20001
12923,140052117,5396,14293
27120,140052124,9500,18922
10146,140052146,4319,13120
10449,140052153,4433,13247
10486,140052165,4444,13258
10957,140052178,4633,13456
13640,140052189,5691,14610
10792,140052192,4566,13386
11020,140052201,4658,13482
10850,140052219,4589,13409
12421,140052220,5207,14084
12314,140052235,5163,14036
11769,140052242,4945,13795
15565,140052257,6475,15473
13319,140052266,5573,14484
12396,140052274,5189,14066
11332,140052283,4775,13609
12849,140052306,5365,14259
14014,140052323,5866,14800
13876,140052334,5800,14732
12781,140052349,5332,14223
14424,140052361,6049,15001
12767,140052370,5329,14220
14122,140052397,5911,14850
16351,140052403,6753,15783
12541,140052410,5245,14124
29392,140052422,10614,20261
22156,140052441,7130,16182
14674,140052456,6155,15122
11400,140052468,4811,13646
12169,140052479,5109,13978
14129,140052495,264,14853
11321,140052508,4773,13607
13513,140052521,5637,14552
13199,140052545,2020,14427
13977,140052572,5852,14785
11437,140052587,27469,39126
14550,140052604,6098,15055
11527,140052616,4862,13704
13208,140052625,5521,14431
13236,140052632,5538,14448
13209,140052647,5522,14432
13603,140052671,5671,14589
14457,140052680,6065,15017
13045,140052699,5461,14362
11267,140052702,4747,13577
12796,140052713,5340,14231
12422,140052729,5208,14085
22222,140052736,7164,16218
36723,140052748,14045,24351
31125,140052751,11475,21359
22667,140052764,7286,16362
16229,140052777,6706,15730
11977,140052785,5027,13884
12192,140052790,5121,13991
24418,140052805,7927,17101
14440,140052811,6059,15011
21662,140052828,6912,15946
21683,140052839,6921,15958
12401,140052840,5192,14069
6933,264308,3440,12117
5890,264458,1229,11871
5869,264510,3220,11858
6881,264537,3435,12107
6996,264568,3445,12125
2309,264584,2373,10893
1561,264605,27780,39814
5638,264611,3157,11777
2214,278892,2340,10855
6354,279100,3323,11983
6492,279117,3359,12019
6944,279124,218,4312
7314,279131,3517,12211
2673,279146,2465,10989
7123,279189,3468,12151
2077,279192,2296,10802
26693,279201,,
10433,140052852,27451,39106
24998,140052867,8227,17450
22218,140052873,7162,16216
22163,140052884,7134,16186
16171,140052896,6688,15709
23502,140052909,7476,16587
26081,140052915,8792,18117
24632,140052927,8055,17241
34795,140052938,13376,23584
15876,140052944,6582,15596
16462,140052950,6799,15832
13898,140052976,27501,39164
25318,140052981,27545,39219
16373,140052993,6761,15791
10005,140053006,4264,13059
13313,140053018,5571,14482
13906,140053023,5815,14748
7563,140053034,1241,12294
15154,140053049,6320,15302
12281,140053055,5152,14025
33706,140053061,12805,22939
8294,140053070,3783,12511
22209,140053082,7158,16212
32610,140053101,18103,39290
22202,140053120,27525,39195
14656,140053135,11360,39179
7345,140053142,27418,39070
11994,140053157,5033,13890
22135,140053166,7122,16174
39700,140053174,15479,25982
8039,140053198,3716,12438
30260,140053221,307,4401
12007,140053233,5038,13895
14818,140053245,6204,15178
7557,140053260,3587,12292
15919,140053272,6592,15606
26921,140053324,9378,18777
11353,140053331,4778,13612
28012,140053346,27574,39255
29386,140053365,10610,20256
21863,140053378,6993,16034
31601,140053407,11739,21665
12405,140053426,5195,14072
14177,140053430,5936,14878
10156,140053443,4324,13125
58094,140053454,9479,34226
14114,140053469,5908,14846
9853,140053475,4225,13012
24362,140053488,7892,17060
13851,140053491,5788,14719
23173,140053505,7401,16498
12936,140053511,5403,14301
13022,140053528,5449,14348
12882,140053539,5377,14272
11022,140053540,4659,13483
14000,140053573,5861,14795
16150,140053584,6680,15701
14652,140053602,6145,15109
10669,140053629,4520,13337
12426,140053648,5210,14087
12695,140053651,5300,14189
14302,140053664,5995,14941
13517,140053677,5639,14554
22055,140053685,5943,16132
14308,140053690,5997,14944
14837,140053727,6214,15188
14438,140053738,6058,15010
12134,140053750,5092,13956
13908,140053762,5816,14749
26041,140053776,8766,18084
13868,140053781,5796,14727
11589,140053793,4878,13724
12442,140053804,5214,14093
13403,140053816,5599,14513
22470,140053825,7246,16313
12790,140053832,5337,14228
11080,140053903,27831,39868
12325,140053922,5164,14038
10853,140053937,4592,13412
16564,140053847,6840,15875
22844,140053863,7328,16413
11951,140053968,5022,13879
12603,140053984,27856,39894
10409,140054013,4424,13234
21912,140054029,7011,16052
16602,140054036,6853,15888
13198,140054048,5517,14426
14603,140054051,6123,15086
28400,140054064,10262,19784
12933,140054077,5402,14300
12357,140054090,5173,14048
13283,140054109,5555,14465
22342,140054138,7200,16258
12366,140054144,5177,14053
12708,140054150,5305,14196
21565,140054162,6883,15917
12547,140054176,5248,14127
12358,140054181,3452,14049
13162,140054193,5509,14418
13325,140054206,5577,14489
13117,140054218,5496,14402
13973,140054223,5849,14782
12570,140054255,5251,14130
14403,140054261,6038,14990
13512,140054282,5636,14551
13575,140054297,5663,14581
13167,140054304,5512,14421
13681,140054325,5714,14634
11738,140054332,4927,13776
11442,140054347,1252,13669
14239,140054358,5967,14912
14399,140054363,6036,14988
41840,140054380,16556,27196
22252,140054399,7175,16230
42676,140054405,16967,27666
14061,140054411,1261,14818
15175,140054428,6328,15310
13010,140054439,5445,14343
15391,140054452,6396,15382
14410,140054467,6043,14995
64246,230010384,25360,38559
65421,230010421,25736,
66981,230010459,26598,
63895,230010460,25231,38517
67866,230010588,27239,38970
63100,230010530,24977,38397
11312,140054473,4768,13602
13322,140054517,5575,14486
55681,190010005,22255,37297
56145,190010052,22440,37342
64455,190010084,25413,38580
63172,190010096,24993,38405
64938,190010114,25585,38624
57613,190010145,23057,37542
52464,190010159,28149,39576
57821,190010209,23134,37561
60466,190010215,24051,37904
66316,190010250,,
58543,190010262,27723,39454
62940,190010281,24910,38362
62573,190010301,24763,38280
59196,190010319,23590,39626
63084,190010335,24971,38392
54027,190010374,21556,37216
58473,190010383,23335,37607
66713,190010398,26406,38788
58245,190010423,23262,37586
63289,190010470,25041,38427
63603,190010497,25133,38468
56893,190010504,22768,37455
56167,190010525,22453,37347
56658,190010532,27716,39446
59479,190010607,23701,37746
62952,190010626,24914,38366
64112,190010630,25299,38542
14097,140054524,5900,14838
14203,140054531,4489,14892
13751,140054546,5740,14661
16135,140054565,6671,15691
15570,140054578,6478,15476
12956,140054592,5419,14317
11550,140054601,4872,13716
33993,140054619,12973,23140
25842,140054620,8632,17933
26512,140054657,,
31572,140054674,11721,21645
12161,140054683,5104,13969
15301,140054698,6370,15356
21705,140054708,6934,15970
13683,140054714,5716,14636
22750,140054721,7306,16390
13979,140054733,5854,14788
22925,140054745,7342,16432
12148,140054760,5100,13964
21666,140054787,27914,39954
21935,140054796,7023,16064
21731,140054803,6943,15979
14258,140054810,27886,39925
22119,140054837,7117,16168
21967,140054856,7039,16084
13621,140054884,5577,14600
13008,140054895,5444,14342
22732,140054907,7300,16379
15490,140054912,6444,15440
23769,140054926,7600,16726
